Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts, Sales,COGS,Profit,Date,Month Number,Month Name,Year
Government,Germany,Amarilla,None,1686,$260,$7.,"$11,802.",0,"$11,802.","$8,430.","$3,372.",1/7/14,7,July,2014
Government,USA,Amarilla,None,1143,$260,$7.,"$8,001.",0,"$8,001.","$5,715.","$2,286.",1/10/14,10,October,2014
Government,France,Paseo,Low,3945,$10,$7.,"$27,615.",276.15,"$27,338.85","$19,725.","$7,613.85",1/1/14,1,January,2014
Government,France,Paseo,Low,1030,$10,$7.,"$7,210.",72.1,"$7,137.9","$5,150.","$1,987.9",1/5/14,5,May,2014
Government,France,Velo,Low,639,$120,$7.,"$4,473.",44.73,"$4,428.27","$3,195.","$1,233.27",1/11/14,11,November,2014
Government,Canada,VTT,Low,1326,$250,$7.,"$9,282.",92.82,"$9,189.18","$6,630.","$2,559.18",1/3/14,3,March,2014
Government,USA,Carretera,Low,2529,$3,$7.,"$17,703.",177.03,"$17,525.97","$12,645.","$4,880.97",1/7/14,7,July,2014
Government,Canada,Montana,Low,1830,$5,$7.,"$12,810.",128.1,"$12,681.9","$9,150.","$3,531.9",1/8/14,8,August,2014
Government,USA,Paseo,Low,4492.5,$10,$7.,"$31,447.5",314.475,"$31,133.025","$22,462.5","$8,670.525",1/4/14,4,April,2014
Government,Mexico,Velo,Low,362,$120,$7.,"$2,534.",25.34,"$2,508.66","$1,810.",$698.66,1/5/14,5,May,2014
Government,Canada,Velo,Low,2092,$120,$7.,"$14,644.",146.44,"$14,497.56","$10,460.","$4,037.56",1/11/13,11,November,2013
Government,Germany,VTT,Low,263,$250,$7.,"$1,841.",18.41,"$1,822.59","$1,315.",$507.59,1/3/14,3,March,2014
Government,France,Carretera,Low,2145,$3,$7.,"$15,015.",300.3,"$14,714.7","$10,725.","$3,989.7",1/11/13,11,November,2013
Government,USA,Paseo,Low,2013,$10,$7.,"$14,091.",281.82,"$13,809.18","$10,065.","$3,744.18",1/12/13,12,December,2013
Government,Germany,Montana,Low,1958,$5,$7.,"$13,706.",411.18,"$13,294.82","$9,790.","$3,504.82",1/2/14,2,February,2014
Government,France,Montana,Low,544,$5,$7.,"$3,808.",114.24,"$3,693.76","$2,720.",$973.76,1/9/14,9,September,2014
Government,Mexico,Paseo,Low,1760,$10,$7.,"$12,320.",369.6,"$11,950.4","$8,800.","$3,150.4",1/9/13,9,September,2013
Government,Canada,Carretera,Low,2851,$3,$7.,"$19,957.",798.28,"$19,158.72","$14,255.","$4,903.72",1/10/13,10,October,2013
Government,Canada,Montana,Low,2851,$5,$7.,"$19,957.",798.28,"$19,158.72","$14,255.","$4,903.72",1/10/13,10,October,2013
Government,Canada,Paseo,Low,4251,$10,$7.,"$29,757.",1190.28,"$28,566.72","$21,255.","$7,311.72",1/1/14,1,January,2014
Government,Germany,Montana,Medium,1159,$5,$7.,"$8,113.",405.65,"$7,707.35","$5,795.","$1,912.35",1/10/13,10,October,2013
Government,Germany,Paseo,Medium,1372,$10,$7.,"$9,604.",480.2,"$9,123.8","$6,860.","$2,263.8",1/1/14,1,January,2014
Government,Canada,Paseo,Medium,2349,$10,$7.,"$16,443.",822.15,"$15,620.85","$11,745.","$3,875.85",1/9/13,9,September,2013
Government,Mexico,Paseo,Medium,2689,$10,$7.,"$18,823.",941.15,"$17,881.85","$13,445.","$4,436.85",1/10/14,10,October,2014
Government,Mexico,VTT,Medium,2689,$250,$7.,"$18,823.",941.15,"$17,881.85","$13,445.","$4,436.85",1/10/14,10,October,2014
Government,Mexico,Amarilla,Medium,1683,$260,$7.,"$11,781.",589.05,"$11,191.95","$8,415.","$2,776.95",1/7/14,7,July,2014
Government,Germany,Amarilla,Medium,1159,$260,$7.,"$8,113.",405.65,"$7,707.35","$5,795.","$1,912.35",1/10/13,10,October,2013
Government,Germany,Carretera,Medium,1016,$3,$7.,"$7,112.",355.6,"$6,756.4","$5,080.","$1,676.4",1/11/13,11,November,2013
Government,USA,Carretera,Medium,570,$3,$7.,"$3,990.",199.5,"$3,790.5","$2,850.",$940.5,1/12/14,12,December,2014
Government,France,Carretera,Medium,2487,$3,$7.,"$17,409.",870.45,"$16,538.55","$12,435.","$4,103.55",1/12/14,12,December,2014
Government,USA,Paseo,Medium,2327,$10,$7.,"$16,289.",814.45,"$15,474.55","$11,635.","$3,839.55",1/5/14,5,May,2014
Government,France,Paseo,Medium,2136,$10,$7.,"$14,952.",747.6,"$14,204.4","$10,680.","$3,524.4",1/12/13,12,December,2013
Government,USA,VTT,Medium,570,$250,$7.,"$3,990.",199.5,"$3,790.5","$2,850.",$940.5,1/12/14,12,December,2014
Government,France,VTT,Medium,2487,$250,$7.,"$17,409.",870.45,"$16,538.55","$12,435.","$4,103.55",1/12/14,12,December,2014
Government,USA,Carretera,Medium,263,$3,$7.,"$1,841.",110.46,"$1,730.54","$1,315.",$415.54,1/11/13,11,November,2013
Government,France,Montana,Medium,1403,$5,$7.,"$9,821.",589.26,"$9,231.74","$7,015.","$2,216.74",1/10/13,10,October,2013
Government,Mexico,Velo,Medium,1498,$120,$7.,"$10,486.",629.16,"$9,856.84","$7,490.","$2,366.84",1/6/14,6,June,2014
Government,Mexico,VTT,Medium,1498,$250,$7.,"$10,486.",629.16,"$9,856.84","$7,490.","$2,366.84",1/6/14,6,June,2014
Government,France,Amarilla,Medium,1403,$260,$7.,"$9,821.",589.26,"$9,231.74","$7,015.","$2,216.74",1/10/13,10,October,2013
Government,Mexico,Velo,Medium,1333,$120,$7.,"$9,331.",559.86,"$8,771.14","$6,665.","$2,106.14",1/11/14,11,November,2014
Government,France,Paseo,Medium,1031,$10,$7.,"$7,217.",505.19,"$6,711.81","$5,155.","$1,556.81",1/9/13,9,September,2013
Government,Canada,Velo,Medium,1135,$120,$7.,"$7,945.",556.15,"$7,388.85","$5,675.","$1,713.85",1/6/14,6,June,2014
Government,USA,Velo,Medium,547,$120,$7.,"$3,829.",268.03,"$3,560.97","$2,735.",$825.97,1/11/14,11,November,2014
Government,Canada,Velo,Medium,1582,$120,$7.,"$11,074.",775.18,"$10,298.82","$7,910.","$2,388.82",1/12/14,12,December,2014
Government,Canada,VTT,Medium,1582,$250,$7.,"$11,074.",775.18,"$10,298.82","$7,910.","$2,388.82",1/12/14,12,December,2014
Government,Canada,Amarilla,Medium,1135,$260,$7.,"$7,945.",556.15,"$7,388.85","$5,675.","$1,713.85",1/6/14,6,June,2014
Government,Germany,Paseo,Medium,2125,$10,$7.,"$14,875.",1041.25,"$13,833.75","$10,625.","$3,208.75",1/12/13,12,December,2013
Government,Canada,Montana,Medium,488,$5,$7.,"$3,416.",273.28,"$3,142.72","$2,440.",$702.72,1/2/14,2,February,2014
Government,Canada,Paseo,Medium,257,$10,$7.,"$1,799.",143.92,"$1,655.08","$1,285.",$370.08,1/5/14,5,May,2014
Government,Germany,Paseo,Medium,1259,$10,$7.,"$8,813.",705.04,"$8,107.96","$6,295.","$1,812.96",1/4/14,4,April,2014
Government,Germany,Paseo,Medium,1095,$10,$7.,"$7,665.",613.2,"$7,051.8","$5,475.","$1,576.8",1/5/14,5,May,2014
Government,USA,Paseo,Medium,678,$10,$7.,"$4,746.",379.68,"$4,366.32","$3,390.",$976.32,1/8/14,8,August,2014
Government,Germany,Paseo,Medium,1598,$10,$7.,"$11,186.",894.88,"$10,291.12","$7,990.","$2,301.12",1/8/14,8,August,2014
Government,Germany,Paseo,Medium,2409,$10,$7.,"$16,863.",1349.04,"$15,513.96","$12,045.","$3,468.96",1/9/13,9,September,2013
Government,Mexico,Paseo,Medium,1946,$10,$7.,"$13,622.",1089.76,"$12,532.24","$9,730.","$2,802.24",1/12/13,12,December,2013
Government,USA,Velo,Medium,2907,$120,$7.,"$20,349.",1627.92,"$18,721.08","$14,535.","$4,186.08",1/6/14,6,June,2014
Government,Germany,Velo,Medium,2338,$120,$7.,"$16,366.",1309.28,"$15,056.72","$11,690.","$3,366.72",1/6/14,6,June,2014
Government,Germany,VTT,Medium,2338,$250,$7.,"$16,366.",1309.28,"$15,056.72","$11,690.","$3,366.72",1/6/14,6,June,2014
Government,USA,Amarilla,Medium,2907,$260,$7.,"$20,349.",1627.92,"$18,721.08","$14,535.","$4,186.08",1/6/14,6,June,2014
Government,Canada,Montana,Medium,1611,$5,$7.,"$11,277.",1014.93,"$10,262.07","$8,055.","$2,207.07",1/12/13,12,December,2013
Government,Canada,Carretera,Medium,819,$3,$7.,"$5,733.",515.97,"$5,217.03","$4,095.","$1,122.03",1/7/14,7,July,2014
Government,Mexico,Carretera,Medium,521,$3,$7.,"$3,647.",328.23,"$3,318.77","$2,605.",$713.77,1/12/14,12,December,2014
Government,Germany,Paseo,Medium,360,$10,$7.,"$2,520.",226.8,"$2,293.2","$1,800.",$493.2,1/10/14,10,October,2014
Government,Germany,VTT,Medium,360,$250,$7.,"$2,520.",226.8,"$2,293.2","$1,800.",$493.2,1/10/14,10,October,2014
Government,Mexico,VTT,Medium,521,$250,$7.,"$3,647.",328.23,"$3,318.77","$2,605.",$713.77,1/12/14,12,December,2014
Government,USA,Montana,High,2328,$5,$7.,"$16,296.",1629.6,"$14,666.4","$11,640.","$3,026.4",1/9/14,9,September,2014
Government,Germany,Velo,High,2665,$120,$7.,"$18,655.",1865.5,"$16,789.5","$13,325.","$3,464.5",1/11/14,11,November,2014
Government,France,Paseo,High,2532,$10,$7.,"$17,724.",1949.64,"$15,774.36","$12,660.","$3,114.36",1/4/14,4,April,2014
Government,USA,VTT,High,1579,$250,$7.,"$11,053.",1215.83,"$9,837.17","$7,895.","$1,942.17",1/3/14,3,March,2014
Government,Mexico,Carretera,High,2706,$3,$7.,"$18,942.",2083.62,"$16,858.38","$13,530.","$3,328.38",1/11/13,11,November,2013
Government,Canada,Velo,High,1808,$120,$7.,"$12,656.",1392.16,"$11,263.84","$9,040.","$2,223.84",1/11/14,11,November,2014
Government,USA,Paseo,High,380,$10,$7.,"$2,660.",292.6,"$2,367.4","$1,900.",$467.4,1/9/13,9,September,2013
Government,Mexico,Montana,High,2420,$5,$7.,"$16,940.",2032.8,"$14,907.2","$12,100.","$2,807.2",1/9/14,9,September,2014
Government,Canada,Montana,High,2734,$5,$7.,"$19,138.",2296.56,"$16,841.44","$13,670.","$3,171.44",1/10/14,10,October,2014
Government,France,Amarilla,High,3421.5,$260,$7.,"$23,950.5",2874.06,"$21,076.44","$17,107.5","$3,968.94",1/7/14,7,July,2014
Government,Canada,Amarilla,High,2734,$260,$7.,"$19,138.",2296.56,"$16,841.44","$13,670.","$3,171.44",1/10/14,10,October,2014
Government,France,VTT,High,1491,$250,$7.,"$10,437.",1252.44,"$9,184.56","$7,455.","$1,729.56",1/3/14,3,March,2014
Government,USA,Montana,High,1298,$5,$7.,"$9,086.",1181.18,"$7,904.82","$6,490.","$1,414.82",1/2/14,2,February,2014
Government,USA,Paseo,High,1438.5,$10,$7.,"$10,069.5",1309.035,"$8,760.465","$7,192.5","$1,567.965",1/1/14,1,January,2014
Government,France,Paseo,High,2696,$10,$7.,"$18,872.",2453.36,"$16,418.64","$13,480.","$2,938.64",1/8/14,8,August,2014
Government,France,Velo,High,1190,$120,$7.,"$8,330.",1082.9,"$7,247.1","$5,950.","$1,297.1",1/6/14,6,June,2014
Government,France,Amarilla,High,1190,$260,$7.,"$8,330.",1082.9,"$7,247.1","$5,950.","$1,297.1",1/6/14,6,June,2014
Government,USA,Carretera,High,2996,$3,$7.,"$20,972.",2936.08,"$18,035.92","$14,980.","$3,055.92",1/10/13,10,October,2013
Government,Germany,Carretera,High,280,$3,$7.,"$1,960.",274.4,"$1,685.6","$1,400.",$285.6,1/12/14,12,December,2014
Government,France,Montana,High,293,$5,$7.,"$2,051.",287.14,"$1,763.86","$1,465.",$298.86,1/2/14,2,February,2014
Government,USA,Montana,High,2996,$5,$7.,"$20,972.",2936.08,"$18,035.92","$14,980.","$3,055.92",1/10/13,10,October,2013
Government,Germany,VTT,High,280,$250,$7.,"$1,960.",274.4,"$1,685.6","$1,400.",$285.6,1/12/14,12,December,2014
Government,Canada,Montana,High,388,$5,$7.,"$2,716.",380.24,"$2,335.76","$1,940.",$395.76,1/9/14,9,September,2014
Government,Mexico,Montana,High,1727,$5,$7.,"$12,089.",1692.46,"$10,396.54","$8,635.","$1,761.54",1/10/13,10,October,2013
Government,France,Paseo,High,1731,$10,$7.,"$12,117.",1696.38,"$10,420.62","$8,655.","$1,765.62",1/10/14,10,October,2014
Government,Mexico,VTT,High,2903,$250,$7.,"$20,321.",2844.94,"$17,476.06","$14,515.","$2,961.06",1/3/14,3,March,2014
Government,France,Amarilla,High,1731,$260,$7.,"$12,117.",1696.38,"$10,420.62","$8,655.","$1,765.62",1/10/14,10,October,2014
Government,Mexico,Amarilla,High,1727,$260,$7.,"$12,089.",1692.46,"$10,396.54","$8,635.","$1,761.54",1/10/13,10,October,2013
Government,Mexico,Paseo,High,2535,$10,$7.,"$17,745.",2661.75,"$15,083.25","$12,675.","$2,408.25",1/4/14,4,April,2014
Government,Mexico,Montana,High,1368,$5,$7.,"$9,576.",1436.4,"$8,139.6","$6,840.","$1,299.6",1/2/14,2,February,2014
Government,Canada,Paseo,High,723,$10,$7.,"$5,061.",759.15,"$4,301.85","$3,615.",$686.85,1/4/14,4,April,2014
Midmarket,France,Carretera,None,2178,$3,$15.,"$32,670.",0,"$32,670.","$21,780.","$10,890.",1/6/14,6,June,2014
Midmarket,Germany,Carretera,None,888,$3,$15.,"$13,320.",0,"$13,320.","$8,880.","$4,440.",1/6/14,6,June,2014
Midmarket,Mexico,Carretera,None,2470,$3,$15.,"$37,050.",0,"$37,050.","$24,700.","$12,350.",1/6/14,6,June,2014
Midmarket,Germany,Montana,None,921,$5,$15.,"$13,815.",0,"$13,815.","$9,210.","$4,605.",1/3/14,3,March,2014
Channel Partners,Canada,Montana,None,2518,$5,$12.,"$30,216.",0,"$30,216.","$7,554.","$22,662.",1/6/14,6,June,2014
Channel Partners,Germany,Montana,None,1545,$5,$12.,"$18,540.",0,"$18,540.","$4,635.","$13,905.",1/6/14,6,June,2014
Midmarket,Mexico,Montana,None,2470,$5,$15.,"$37,050.",0,"$37,050.","$24,700.","$12,350.",1/6/14,6,June,2014
Enterprise,Canada,Montana,None,2665.5,$5,$125.,"$333,187.5",0,"$333,187.5","$319,860.","$13,327.5",1/7/14,7,July,2014
Small Business,Mexico,Montana,None,958,$5,$300.,"$287,400.",0,"$287,400.","$239,500.","$47,900.",1/8/14,8,August,2014
Enterprise,Canada,Montana,None,345,$5,$125.,"$43,125.",0,"$43,125.","$41,400.","$1,725.",1/10/13,10,October,2013
Midmarket,USA,Montana,None,615,$5,$15.,"$9,225.",0,"$9,225.","$6,150.","$3,075.",1/12/14,12,December,2014
Enterprise,France,Velo,None,1804,$120,$125.,"$225,500.",0,"$225,500.","$216,480.","$9,020.",1/2/14,2,February,2014
Channel Partners,Germany,Velo,None,2161,$120,$12.,"$25,932.",0,"$25,932.","$6,483.","$19,449.",1/3/14,3,March,2014
Channel Partners,Germany,Velo,None,1545,$120,$12.,"$18,540.",0,"$18,540.","$4,635.","$13,905.",1/6/14,6,June,2014
Enterprise,USA,Velo,None,2821,$120,$125.,"$352,625.",0,"$352,625.","$338,520.","$14,105.",1/8/14,8,August,2014
Enterprise,Canada,Velo,None,345,$120,$125.,"$43,125.",0,"$43,125.","$41,400.","$1,725.",1/10/13,10,October,2013
Small Business,Canada,VTT,None,2001,$250,$300.,"$600,300.",0,"$600,300.","$500,250.","$100,050.",1/2/14,2,February,2014
Channel Partners,Germany,VTT,None,2838,$250,$12.,"$34,056.",0,"$34,056.","$8,514.","$25,542.",1/4/14,4,April,2014
Midmarket,France,VTT,None,2178,$250,$15.,"$32,670.",0,"$32,670.","$21,780.","$10,890.",1/6/14,6,June,2014
Midmarket,Germany,VTT,None,888,$250,$15.,"$13,320.",0,"$13,320.","$8,880.","$4,440.",1/6/14,6,June,2014
Small Business,France,VTT,None,2151,$250,$300.,"$645,300.",0,"$645,300.","$537,750.","$107,550.",1/9/14,9,September,2014
Channel Partners,USA,Amarilla,None,1953,$260,$12.,"$23,436.",0,"$23,436.","$5,859.","$17,577.",1/4/14,4,April,2014
Enterprise,Germany,Amarilla,None,4219.5,$260,$125.,"$527,437.5",0,"$527,437.5","$506,340.","$21,097.5",1/4/14,4,April,2014
Channel Partners,USA,Amarilla,None,2141,$260,$12.,"$25,692.",0,"$25,692.","$6,423.","$19,269.",1/8/14,8,August,2014
Midmarket,USA,Amarilla,None,615,$260,$15.,"$9,225.",0,"$9,225.","$6,150.","$3,075.",1/12/14,12,December,2014
Channel Partners,USA,Carretera,Low,1858,$3,$12.,"$22,296.",222.96,"$22,073.04","$5,574.","$16,499.04",1/2/14,2,February,2014
Channel Partners,Canada,Carretera,Low,1445,$3,$12.,"$17,340.",173.4,"$17,166.6","$4,335.","$12,831.6",1/9/14,9,September,2014
Enterprise,USA,Carretera,Low,330,$3,$125.,"$41,250.",412.5,"$40,837.5","$39,600.","$1,237.5",1/9/13,9,September,2013
Channel Partners,France,Carretera,Low,2671,$3,$12.,"$32,052.",320.52,"$31,731.48","$8,013.","$23,718.48",1/9/14,9,September,2014
Channel Partners,Germany,Carretera,Low,766,$3,$12.,"$9,192.",91.92,"$9,100.08","$2,298.","$6,802.08",1/10/13,10,October,2013
Small Business,Mexico,Carretera,Low,494,$3,$300.,"$148,200.",1482,"$146,718.","$123,500.","$23,218.",1/10/13,10,October,2013
Midmarket,Mexico,Montana,Low,2214,$5,$15.,"$33,210.",332.1,"$32,877.9","$22,140.","$10,737.9",1/3/14,3,March,2014
Small Business,USA,Montana,Low,2301,$5,$300.,"$690,300.",6903,"$683,397.","$575,250.","$108,147.",1/4/14,4,April,2014
Small Business,USA,Montana,Low,2498,$5,$300.,"$749,400.",7494,"$741,906.","$624,500.","$117,406.",1/9/13,9,September,2013
Enterprise,USA,Montana,Low,663,$5,$125.,"$82,875.",828.75,"$82,046.25","$79,560.","$2,486.25",1/10/13,10,October,2013
Enterprise,Canada,Velo,Low,923,$120,$125.,"$115,375.",1153.75,"$114,221.25","$110,760.","$3,461.25",1/8/14,8,August,2014
Enterprise,USA,Velo,Low,663,$120,$125.,"$82,875.",828.75,"$82,046.25","$79,560.","$2,486.25",1/10/13,10,October,2013
Enterprise,USA,VTT,Low,727,$250,$125.,"$90,875.",908.75,"$89,966.25","$87,240.","$2,726.25",1/6/14,6,June,2014
Enterprise,France,VTT,Low,787,$250,$125.,"$98,375.",983.75,"$97,391.25","$94,440.","$2,951.25",1/6/14,6,June,2014
Small Business,Germany,VTT,Low,986,$250,$300.,"$295,800.",2958,"$292,842.","$246,500.","$46,342.",1/9/14,9,September,2014
Small Business,Mexico,VTT,Low,494,$250,$300.,"$148,200.",1482,"$146,718.","$123,500.","$23,218.",1/10/13,10,October,2013
Enterprise,France,VTT,Low,1744,$250,$125.,"$218,000.",2180,"$215,820.","$209,280.","$6,540.",1/11/14,11,November,2014
Channel Partners,USA,Amarilla,Low,1989,$260,$12.,"$23,868.",238.68,"$23,629.32","$5,967.","$17,662.32",1/9/13,9,September,2013
Midmarket,France,Amarilla,Low,321,$260,$15.,"$4,815.",48.15,"$4,766.85","$3,210.","$1,556.85",1/11/13,11,November,2013
Enterprise,Canada,Carretera,Low,742.5,$3,$125.,"$92,812.5",1856.25,"$90,956.25","$89,100.","$1,856.25",1/4/14,4,April,2014
Channel Partners,Canada,Carretera,Low,1295,$3,$12.,"$15,540.",310.8,"$15,229.2","$3,885.","$11,344.2",1/10/14,10,October,2014
Small Business,Germany,Carretera,Low,214,$3,$300.,"$64,200.",1284,"$62,916.","$53,500.","$9,416.",1/10/13,10,October,2013
Channel Partners,USA,Montana,Low,1142,$5,$12.,"$13,704.",274.08,"$13,429.92","$3,426.","$10,003.92",1/6/14,6,June,2014
Channel Partners,Mexico,Montana,Low,690,$5,$12.,"$8,280.",165.6,"$8,114.4","$2,070.","$6,044.4",1/11/14,11,November,2014
Enterprise,Mexico,Montana,Low,1660,$5,$125.,"$207,500.",4150,"$203,350.","$199,200.","$4,150.",1/11/13,11,November,2013
Enterprise,Germany,Velo,Low,809,$120,$125.,"$101,125.",2022.5,"$99,102.5","$97,080.","$2,022.5",1/10/13,10,October,2013
Enterprise,Mexico,Velo,Low,2145,$120,$125.,"$268,125.",5362.5,"$262,762.5","$257,400.","$5,362.5",1/10/13,10,October,2013
Channel Partners,France,Velo,Low,1055,$120,$12.,"$12,660.",253.2,"$12,406.8","$3,165.","$9,241.8",1/12/14,12,December,2014
Channel Partners,Mexico,Velo,Low,1084,$120,$12.,"$13,008.",260.16,"$12,747.84","$3,252.","$9,495.84",1/12/14,12,December,2014
Enterprise,Mexico,VTT,Low,662,$250,$125.,"$82,750.",1655,"$81,095.","$79,440.","$1,655.",1/6/14,6,June,2014
Small Business,Germany,VTT,Low,214,$250,$300.,"$64,200.",1284,"$62,916.","$53,500.","$9,416.",1/10/13,10,October,2013
Enterprise,Canada,VTT,Low,2729,$250,$125.,"$341,125.",6822.5,"$334,302.5","$327,480.","$6,822.5",1/12/14,12,December,2014
Small Business,Germany,Amarilla,Low,259,$260,$300.,"$77,700.",1554,"$76,146.","$64,750.","$11,396.",1/3/14,3,March,2014
Small Business,Mexico,Amarilla,Low,1101,$260,$300.,"$330,300.",6606,"$323,694.","$275,250.","$48,444.",1/3/14,3,March,2014
Enterprise,Germany,Amarilla,Low,2276,$260,$125.,"$284,500.",5690,"$278,810.","$273,120.","$5,690.",1/5/14,5,May,2014
Small Business,Canada,Amarilla,Low,1916,$260,$300.,"$574,800.",11496,"$563,304.","$479,000.","$84,304.",1/12/14,12,December,2014
Enterprise,France,Carretera,Low,4243.5,$3,$125.,"$530,437.5",15913.125,"$514,524.375","$509,220.","$5,304.375",1/4/14,4,April,2014
Small Business,Germany,Carretera,Low,689,$3,$300.,"$206,700.",6201,"$200,499.","$172,250.","$28,249.",1/6/14,6,June,2014
Channel Partners,USA,Carretera,Low,1947,$3,$12.,"$23,364.",700.92,"$22,663.08","$5,841.","$16,822.08",1/9/14,9,September,2014
Channel Partners,Canada,Carretera,Low,908,$3,$12.,"$10,896.",326.88,"$10,569.12","$2,724.","$7,845.12",1/12/13,12,December,2013
Channel Partners,France,Montana,Low,1901,$5,$12.,"$22,812.",684.36,"$22,127.64","$5,703.","$16,424.64",1/6/14,6,June,2014
Enterprise,France,Montana,Low,1287,$5,$125.,"$160,875.",4826.25,"$156,048.75","$154,440.","$1,608.75",1/12/14,12,December,2014
Enterprise,Germany,Montana,Low,1706,$5,$125.,"$213,250.",6397.5,"$206,852.5","$204,720.","$2,132.5",1/12/14,12,December,2014
Enterprise,Canada,Velo,Low,2009,$120,$125.,"$251,125.",7533.75,"$243,591.25","$241,080.","$2,511.25",1/10/14,10,October,2014
Small Business,USA,VTT,Low,2844,$250,$300.,"$853,200.",25596,"$827,604.","$711,000.","$116,604.",1/2/14,2,February,2014
Channel Partners,Mexico,VTT,Low,1916,$250,$12.,"$22,992.",689.76,"$22,302.24","$5,748.","$16,554.24",1/4/14,4,April,2014
Enterprise,Germany,VTT,Low,1570,$250,$125.,"$196,250.",5887.5,"$190,362.5","$188,400.","$1,962.5",1/6/14,6,June,2014
Small Business,Canada,VTT,Low,1874,$250,$300.,"$562,200.",16866,"$545,334.","$468,500.","$76,834.",1/8/14,8,August,2014
Midmarket,Germany,VTT,Low,1945,$250,$15.,"$29,175.",875.25,"$28,299.75","$19,450.","$8,849.75",1/10/13,10,October,2013
Channel Partners,Germany,VTT,Low,2479,$250,$12.,"$29,748.",892.44,"$28,855.56","$7,437.","$21,418.56",1/1/14,1,January,2014
Midmarket,Mexico,Montana,Low,2031,$5,$15.,"$30,465.",1218.6,"$29,246.4","$20,310.","$8,936.4",1/10/14,10,October,2014
Small Business,Germany,Carretera,Low,2021,$3,$300.,"$606,300.",24252,"$582,048.","$505,250.","$76,798.",1/10/14,10,October,2014
Midmarket,Canada,Montana,Low,1967,$5,$15.,"$29,505.",1180.2,"$28,324.8","$19,670.","$8,654.8",1/3/14,3,March,2014
Small Business,Germany,Montana,Low,1859,$5,$300.,"$557,700.",22308,"$535,392.","$464,750.","$70,642.",1/8/14,8,August,2014
Small Business,Germany,Montana,Low,2021,$5,$300.,"$606,300.",24252,"$582,048.","$505,250.","$76,798.",1/10/14,10,October,2014
Enterprise,Mexico,Montana,Low,1138,$5,$125.,"$142,250.",5690,"$136,560.","$136,560.",$0.,1/12/14,12,December,2014
Channel Partners,USA,Velo,Low,1465,$120,$12.,"$17,580.",703.2,"$16,876.8","$4,395.","$12,481.8",1/3/14,3,March,2014
Channel Partners,France,VTT,Low,866,$250,$12.,"$10,392.",415.68,"$9,976.32","$2,598.","$7,378.32",1/5/14,5,May,2014
Midmarket,Mexico,VTT,Low,1514,$250,$15.,"$22,710.",908.4,"$21,801.6","$15,140.","$6,661.6",1/10/13,10,October,2013
Enterprise,Mexico,Amarilla,Low,1074,$260,$125.,"$134,250.",5370,"$128,880.","$128,880.",$0.,1/4/14,4,April,2014
Midmarket,USA,Amarilla,Low,671,$260,$15.,"$10,065.",402.6,"$9,662.4","$6,710.","$2,952.4",1/10/13,10,October,2013
Channel Partners,Canada,Velo,Medium,2431,$120,$12.,"$29,172.",1458.6,"$27,713.4","$7,293.","$20,420.4",1/12/14,12,December,2014
Channel Partners,Mexico,Amarilla,Medium,1123,$260,$12.,"$13,476.",673.8,"$12,802.2","$3,369.","$9,433.2",1/8/14,8,August,2014
Channel Partners,France,Carretera,Medium,1865,$3,$12.,"$22,380.",1119,"$21,261.","$5,595.","$15,666.",1/2/14,2,February,2014
Channel Partners,Germany,Carretera,Medium,1116,$3,$12.,"$13,392.",669.6,"$12,722.4","$3,348.","$9,374.4",1/2/14,2,February,2014
Small Business,USA,Carretera,Medium,991,$3,$300.,"$297,300.",14865,"$282,435.","$247,750.","$34,685.",1/6/14,6,June,2014
Midmarket,Mexico,Carretera,Medium,2791,$3,$15.,"$41,865.",2093.25,"$39,771.75","$27,910.","$11,861.75",1/11/14,11,November,2014
Enterprise,USA,Montana,Medium,3627,$5,$125.,"$453,375.",22668.75,"$430,706.25","$435,240.","($4,533.75)",1/7/14,7,July,2014
Channel Partners,Germany,Montana,Medium,2342,$5,$12.,"$28,104.",1405.2,"$26,698.8","$7,026.","$19,672.8",1/11/14,11,November,2014
Small Business,Mexico,Montana,Medium,1100,$5,$300.,"$330,000.",16500,"$313,500.","$275,000.","$38,500.",1/12/13,12,December,2013
Midmarket,USA,Velo,Medium,555,$120,$15.,"$8,325.",416.25,"$7,908.75","$5,550.","$2,358.75",1/1/14,1,January,2014
Midmarket,Mexico,Velo,Medium,2861,$120,$15.,"$42,915.",2145.75,"$40,769.25","$28,610.","$12,159.25",1/1/14,1,January,2014
Enterprise,Germany,Velo,Medium,807,$120,$125.,"$100,875.",5043.75,"$95,831.25","$96,840.","($1,008.75)",1/2/14,2,February,2014
Enterprise,USA,Velo,Medium,861,$120,$125.,"$107,625.",5381.25,"$102,243.75","$103,320.","($1,076.25)",1/10/14,10,October,2014
Enterprise,France,Velo,Medium,704,$120,$125.,"$88,000.",4400,"$83,600.","$84,480.",($880.),1/10/13,10,October,2013
Small Business,Germany,Velo,Medium,1250,$120,$300.,"$375,000.",18750,"$356,250.","$312,500.","$43,750.",1/12/14,12,December,2014
Small Business,Germany,Amarilla,Medium,1250,$260,$300.,"$375,000.",18750,"$356,250.","$312,500.","$43,750.",1/12/14,12,December,2014
Midmarket,Canada,Carretera,Medium,2844,$3,$15.,"$42,660.",2559.6,"$40,100.4","$28,440.","$11,660.4",1/6/14,6,June,2014
